Lemma	Occorrenze	Presente in VdB 1980	Presente in VdB 2016
irrigare	2	0	0
perfezionamento	1	0	0
secondare	2	0	0
suggerire	1	1	1
bucherellare	1	0	0
visibilio	1	0	0
rintanare	3	0	0
foglio	6	1	1
importanza	1	1	1
insospettato	1	0	0
appuntamento	2	1	1
triangolo	1	1	1
ingombro	1	0	0
rotolo	1	1	0
sviluppo	1	1	1
fase	1	1	1
stancare	4	1	1
diradare	2	0	0
colloquio	2	1	1
completare	1	1	1
essersene	1	0	0
complicazione	1	1	0
ingegno	4	1	0
realizzare	1	1	1
incanalare	1	0	0
risucchiare	1	0	0
poroso	1	0	0
fiorire	6	1	0
canalizzazione	1	0	0
subire	3	1	1
chiunque	1	1	1
commissionare	2	0	0
irresoluto	1	0	0
disamorava	1	0	0
pala	7	1	1
zappa	2	0	0
arrotolare	1	0	0
maniera	2	1	1
rimettere	6	1	1
misura	1	1	1
aspirazione	1	1	1
impulso	3	1	1
desideri	1	0	0
veramente	7	0	1
Barberia	2	0	0
comparare	3	0	0
identificare	1	0	1
concentrare	1	1	1
deluso	1	0	1
rabdomanzia	1	0	0
pregiudizio	2	1	1
stregoneria	1	0	0
pi9	1	0	0
roette	1	0	0
verga	1	0	0
forcuta	1	0	0
giovare	2	1	0
avvertimento	1	0	0
somigliare	2	1	1
Rincorreteli	1	0	0
provenire	1	1	1
casolare	1	0	0
famigliola	1	0	0
Ahinoi	1	0	0
ahinoi	1	0	0
raccolto	2	1	0
affollare	5	1	1
maschera	1	1	1
pistola	4	1	1
viandante	2	0	0
derubare	1	1	1
borsa	3	1	1
rapina	6	1	1
barbuto	4	0	0
spianare	2	1	1
Inseguiamolo	1	0	0
bandito	2	1	0
stanotte	4	1	1
spalancare	2	1	1
vergognare	1	0	0
Mah	3	0	0
nascondiglio	1	1	1
taglia	2	1	1
acchiappare	5	1	1
conte	2	1	1
giustizia	6	1	1
delitto	3	1	1
imputazione	1	0	0
scolpare	1	0	0
impiccare	3	1	0
undicesimo	1	0	0
capobanda	2	0	0
bandire	11	0	0
rifugiare	4	0	1
losco	2	0	0
ambulante	1	0	0
impagliatori	1	0	0
seggiola	1	1	0
stracciari	1	0	0
ripostiglio	1	0	0
refurtiva	3	0	0
Sapete	1	0	0
mah	3	0	1
Be'	8	0	0
grilli	1	0	0
Ditemi	2	0	0
schiappino	2	0	0
ammazzare	2	1	1
dubitare	2	1	1
mica	4	1	1
coraggio	1	1	1
tramutare	1	0	0
dubbioso	1	0	0
apertamente	1	0	0
derisorio	1	0	0
curiosità	2	1	1
fringuello	3	1	1
Gil	3	0	0
Blas	3	0	0
Lesage	2	0	0
pretesto	2	1	1
malmesso	1	0	0
disarmare	2	1	0
sbirro	17	0	0
Fermatelo	1	0	0
impacciare	1	0	0
sbagliare	2	1	1
trappola	2	1	1
arrampicarcisi	1	0	0
diffìcili	1	0	0
incertezza	4	1	1
impulsivo	2	1	1
azzeccare	1	0	0
bivio	1	1	0
Bondì	1	0	0
Signoria	7	0	0
grazie	4	1	1
ispido	2	0	0
secca	6	0	0
squadrare	1	0	0
smarrito	1	0	0
affabile	1	0	0
cortesia	1	1	1
contento	6	1	1
sconoscere	1	0	0
ventina	2	0	1
prestare	4	1	1
Sa	1	0	0
giubba	5	0	1
Scosse	1	0	0
be'	1	0	0
caspita	1	0	0
malgrado	3	1	1
protettivo	1	0	0
francese	15	1	1
Francese	1	0	0
toscano	1	1	1
provenzale	1	0	0
castigliano	1	0	0
catalano	1	0	0
Bon	1	0	0
Bona	1	0	0
nit	1	0	0
Està	1	0	0
mar	1	0	0
mòlt	1	0	0
alborotada	1	0	0
prestito	2	0	1
lettura	11	1	1
ridare	4	1	1
spelacchiare	1	0	0
rilegatura	1	0	0
macchia	8	1	1
convegno	10	1	1
operazione	2	1	1
pericoloso	3	1	1
giustificare	2	1	1
criminale	1	1	1
tal	5	0	0
divorare	3	0	1
romanzo	9	1	1
tomo	4	0	0
pubblico	3	1	1
pressare	1	0	0
fornitore	1	1	1
mercante	2	0	1
ebreo	1	1	1
Orbecche	5	0	0
bussare	2	1	1
volume	5	1	1
gusto	4	1	1
farselo	1	0	0
età	5	1	1
sostanzioso	1	0	0
avventura	3	1	1
Telemaco	1	0	0
segare	1	0	0
esigente	1	0	0
trama	1	1	1
romanzetto	1	0	0
brigare	2	0	0
furioso	2	1	1
donnicciola	1	0	0
costola	1	1	0
svago	1	1	0
oretta	1	0	0
principale	1	1	1
giudicare	3	1	1
crescente	1	0	1
lettera	13	1	1
scibile	1	0	0
Richardson	3	0	0
pila	2	1	1
Plutarco	1	0	0
sdraiare	3	0	1
giaciglio	3	0	0
corrugare	1	0	0
arrossare	1	0	0
mandibola	1	0	0
umido	2	1	1
latente	1	0	0
struggere	3	0	0
abitudinario	1	0	0
casalingo	1	1	1
virtù	6	1	1
malvagio	1	0	1
vizioso	1	0	0
interessare	3	1	1
tana	3	1	0
isolare	1	1	1
tempesta	1	1	1
complice	1	1	1
fidato	1	0	0
inattivo	1	0	0
sbirraglia	1	0	0
furterelli	1	0	0
abituale	6	0	1
stagnatori	1	0	0
esperienza	3	1	1
scudo	2	1	1
smaltire	2	0	0
rivendere	1	0	0
bazzicare	1	0	0
compire	2	0	0
insaputa	2	0	0
aggredito	1	0	0
terrore	3	1	1
malvivente	2	0	0
cordone	1	1	0
rendita	2	0	0
imminchionito	1	0	0
ispirare	2	1	1
reverenza	2	0	0
utile	6	1	1
luccicone	1	0	0
guardina	1	0	0
rassegnare	1	1	1
riabilitare	1	0	0
caverna	1	1	1
proporre	4	1	1
Mmm	1	0	0
Costanzo	1	0	0
gabelliere	8	0	0
maledetto	1	1	1
stacciare	2	0	0
ambo	1	0	0
stringerselo	1	0	0
tuffare	2	1	1
ragnatela	6	1	1
ragno	6	1	1
sciagurato	2	1	0
rammollire	1	0	0
groviglio	1	0	0
filamento	1	0	0
appiccicoso	1	0	0
gridolino	2	0	0
strabuzzare	1	0	0
sputacchiare	1	0	0
Ridammi	1	0	0
Clarissa	8	0	0
Ridatemelo	1	0	0
culminante	1	0	0
Sta'	2	0	0
stasera	3	1	1
legna	4	1	1
lottare	1	1	1
gabella	1	0	0
forziere	1	0	0
stomaco	2	1	1
amaro	2	1	1
denaro	1	1	1
tristemente	2	0	0
Aaah	1	0	0
bruciare	4	1	1
Andrò	1	0	0
promettetemi	1	0	0
BelLoré	1	0	0
scalciare	3	0	0
grugnire	2	0	0
pentirsi	1	1	1
calmo	3	1	1
travestito	1	0	0
legnaioli	1	0	0
discosto	1	0	0
ridicolo	1	1	1
chiave	1	1	1
Ridatemi	1	0	0
sette	1	0	1
immobilizzare	1	0	0
caviglia	2	1	1
condurre	7	1	1
torretta	1	0	0
pinastri	2	0	0
dappresso	2	0	0
cella	1	0	1
inferriata	2	0	0
interrogatorio	2	1	1
copia	3	1	1
malaffare	1	0	0
scartabellare	1	0	0
istruttorio	1	0	0
confessare	5	1	1
rattristare	1	1	1
deprimente	1	0	0
Fielding	1	0	0
vicenda	5	1	1
movimentare	1	0	0
ripagare	3	1	0
libertà	6	1	1
perduto	3	0	1
Jonathan	1	0	0
Wild	1	0	0
esecuzione	3	1	1
carretto	1	1	0
frate	2	1	0
vivente	2	0	1
impiccagione	1	0	0
cappio	2	0	0
condannato	1	0	0
dispiacere	4	1	1
dirtelo	1	0	0
Gionata	1	0	0
sia	4	1	1
calciare	1	1	1
strozzare	1	1	0
folla	3	1	1
cessare	1	1	1
dibattere	2	0	0
impiccato	2	0	0
corvo	1	1	1
smisurato	2	1	1
scuola	2	1	1
tavoletta	1	0	1
calamaio	1	1	0
oca	1	1	0
Tacito	1	0	0
Ovidio	2	0	0
celeste	1	1	1
legge	7	1	1
chimico	1	1	1
grammatica	1	0	1
teologia	2	0	1
annegare	2	1	0
lacuna	2	0	0
Persia	1	0	0
Vicario	1	0	0
Savoiardo	1	0	0
Alors	2	0	0
Voyons	1	0	0
Maintenant	1	0	0
libraio	4	1	1
Rousseau	4	0	0
erborizzando	1	0	0
Svizzera	1	0	0
Beniamino	1	0	0
Franklin	1	0	0
fulmine	2	1	1
Hontan	1	0	0
Indiani	1	0	0
meravigliare	1	1	1
dio	6	1	1
Dites-le	1	0	0
Tiens	1	0	0
èpatant	1	0	0
talora	3	1	0
Mon	1	0	0
esultanza	1	0	0
grandezza	1	1	1
rammarico	1	0	0
onnipotenza	1	0	0
illetterato	1	0	0
precettore	2	0	0
remissivo	1	0	0
accomodare	3	1	1
vanità	1	1	0
discepolanza	1	0	0
maestro	2	1	1
trascinare	5	1	1
peregrinazione	1	0	0
magra	1	0	0
riflettere	2	1	1
ninfee	1	0	0
monarchia	1	0	0
religione	3	1	1
rito	6	1	1
cinese	1	1	1
terremoto	2	1	1
Lisbona	1	0	0
Leida	1	0	0
sensismo	1	0	0
greco	1	1	1
scandagliare	1	0	0
peschiera	1	0	0
lamentare	3	1	1
lombaggine	1	0	0
scomodo	1	1	1
passivo	1	1	1
accettazione	1	0	0
alternare	1	0	1
ripresa	2	1	1
originario	1	1	1
rigore	1	1	1
arrendevole	1	0	0
resistenza	2	1	1
libertino	1	0	0
uguaglianza	2	0	0
onestà	1	1	0
influenza	4	1	1
nefasto	1	0	0
superstizione	2	1	0
assalire	3	1	1
accesso	1	0	1
austerità	1	0	0
assolutezza	1	0	0
immedesimare	1	0	0
leggermente	1	0	1
coerenza	1	0	0
morale	1	1	1
eguale	1	0	0
spietata	1	0	0
articolo	2	1	1
fede	3	1	1
fanatico	2	1	0
quadro	3	1	1
corruzione	1	1	1
filosofo	4	0	1
blando	2	0	0
denuncia	1	1	1
perfezione	1	1	1
arduo	1	0	0
compromesso	1	1	1
censurare	1	0	0
incoerente	1	0	0
lussureggiante	1	0	0
inaridire	1	0	0
marmoreo	2	0	0
cimitero	2	1	1
spossare	2	0	0
concetto	1	1	1
puro	2	1	1
essenza	1	0	1
balia	1	1	1
dissolto	1	0	0
sbadiglio	1	1	1
rientrare	1	1	1
nirvana	1	0	0
intraprendere	2	1	1
bottega	1	1	1
librare	1	0	0
Amsterdam	1	0	0
Parigi	12	0	0
pubblicazione	1	0	1
scomunicare	1	0	0
tribunale	1	1	1
ecclesiastico	1	0	0
celletta	1	0	0
Bayle	1	0	0
intonso	1	0	0
nuvoloso	1	1	1
coniugazione	1	0	0
aoristo	1	0	0
sgherro	2	0	0
avvelenare	1	1	1
carcere	2	1	1
convento	3	1	0
abiura	1	0	0
fermamente	1	0	0
arresto	1	1	1
progresso	1	1	1
educazione	2	1	1
corrispondenza	1	1	1
epistolare	1	0	0
scienziato	1	1	1
quesito	2	0	0
obiezione	2	0	1
esercitare	2	1	1
cavità	1	0	1
finito	2	0	1
rodere	5	1	1
ammuffite	1	0	0
sapiente	2	1	1
secolo	5	1	1
roditore	1	0	0
ingabbiare	1	0	0
intristire	1	0	0
massiccio	1	1	1
scaffali	1	0	0
allineare	1	1	1
Enciclopedia	4	0	0
Diderot	4	0	0
Alembert	1	0	0
Livorno	1	0	0
Abeille	1	0	0
Arbre	1	0	0
Bois	1	0	0
Jardin	1	0	0
riscoprire	1	0	0
manuale	2	0	1
arboricoltura	1	0	0
sperimentare	2	0	1
cognizione	1	0	0
spostamento	2	1	1
estro	1	0	0
uccelletto	1	0	0
frequentazione	1	0	0
indispensabile	1	1	1
potare	5	1	1
coltivatore	1	0	0
labirinto	1	1	1
desiderare	4	1	1
cristallino	1	0	0
avvoltolato	1	0	0
sciarpa	1	1	1
cesoia	1	0	0
zac	2	0	0
ornamento	1	0	0
sega	1	1	0
ascia	2	1	1
taglialegna	2	0	0
accozzare	1	0	0
secolare	1	0	0
sostituire	3	1	1
accetta	1	1	1
arboreo	3	0	0
spietato	2	1	1
doloroso	5	1	1
recidere	2	0	0
disboscare	1	0	0
ricevere	6	1	1
soppressione	1	0	0
benigno	1	0	0
contribuire	1	1	1
vieppiù	1	0	0
medesimo	1	1	1
saggio	1	1	1
operare	1	1	1
tardo	1	1	1
sopperire	1	0	0
perdita	4	1	1
avvento	1	0	0
scriteriato	1	0	0
imprevidente	1	0	0
avidità	1	0	0
conversione	1	0	1
successivo	2	1	1
caduta	1	1	1
frassino	15	0	0
Aperse	1	0	0
lambire	1	0	0
appiccare	1	0	0
razzia	2	0	0
ricadere	1	1	1
minacciare	4	1	1
propagandare	3	1	1
sottobosco	3	0	0
botticella	4	0	0
orzare	2	0	0
placare	1	0	0
seta	7	1	1
estivo	1	1	1
nottole	1	0	0
svitare	1	0	0
Bruci	1	0	0
ondeggianti	1	0	0
esterno	2	1	1
spegnendole	1	0	0
bagnato	2	0	1
arso	1	0	0
base	2	1	1
rogo	2	0	0
schianto	2	0	0
vano	1	1	1
squittire	3	0	0
limitare	2	1	1
fiammella	1	0	0
labile	1	0	0
barriera	1	1	1
fuocooo	2	0	0
èee	1	0	0
gridaaa	1	0	0
carbonaia	1	0	0
Bergamaschi	3	0	0
Allarmeee	1	0	0
incomprensibile	3	1	1
domare	2	1	0
doloso	2	0	0
ammonire	1	1	0
tutelare	1	0	1
annata	1	1	0
siccità	1	0	1
calura	1	0	0
ardere	1	0	0
bagliore	1	0	0
asciutto	1	1	1
sterpi	1	0	0
arsura	1	0	0
esca	1	1	1
ricongiungere	1	0	0
attonita	1	0	0
incendiario	1	0	0
cadente	2	0	0
firmamento	1	0	0
sbigottimento	1	0	0
incettare	1	0	0
barilotti	1	0	0
situare	1	1	1
regime	2	1	1
sorgente	1	1	1
Bacini	1	0	0
diga	1	1	1
saltello	1	0	0
miriade	1	0	0
appaltatore	1	0	0
demaniale	1	0	0
forzare	1	1	1
sovrintendere	1	0	0
riserva	1	1	1
pompa	2	1	1
organizzare	2	1	1
guardia	12	1	1
spegnitori	1	0	0
catena	2	1	1
turno	2	1	1
ispezione	1	0	0
reclutare	1	0	0
artigiano	1	1	1
associazione	5	1	1
emulazione	2	0	0
contentezza	3	0	1
attitudine	2	0	0
associare	3	0	1
abusare	1	1	1
risultato	1	1	1
conseguire	1	1	1
risalto	2	0	0
singolo	1	1	1
raramente	1	0	1
onesto	1	1	1
ciascuno	3	1	1
concordia	1	0	0
stima	1	1	1
val	1	0	0
sentinella	3	1	0
fiammeggiare	2	0	0
focolaio	1	0	0
predisposto	1	0	0
campanella	1	0	1
dolo	1	0	0
colpevole	1	1	1
agosto	2	1	1
acquazzone	1	0	0
apprezzamento	1	0	0
obiettivo	1	0	1
partito	2	1	1
reazione	2	1	1
sommario	2	0	0
costituzione	5	1	1
prender	3	0	0
Nostro	1	0	0
scuotere	3	1	1
annuire	1	0	1
lusinga	2	0	0
alberello	1	0	0
Buongiorno	2	0	0
compatibilmente	1	0	0
valente	1	0	0
adoperare	3	1	1
salvaguardia	1	0	0
nonna	1	1	1
Elisabetta	1	0	0
buonanima	4	0	0
località	1	1	1
Belrìo	1	0	0
trenta	1	1	1
ventidue	1	0	0
acero	2	0	0
proprietaria	1	0	0
consociare	1	0	0
conservare	1	1	1
favorevolmente	1	0	0
fornaio	1	1	1
ortolano	1	1	1
maniscalchi	1	0	0
professione	2	1	1
purché	2	1	1
oneste	1	0	0
vassallo	1	0	0
do	1	0	1
oggigiorno	1	0	0
ballo	1	1	1
sospirare	3	1	1
diciotto	1	1	1
piatta	1	0	0
signor	3	0	0
Cercherò	1	0	0
attributo	1	0	0
staffe	3	0	0
cingere	1	0	0
Addio	1	0	0
rifletté	2	0	0
parata	1	0	0
fodero	3	0	0
svagatezza	1	0	0
fìsso	1	0	0
ciarliero	1	0	0
insocievole	1	0	0
spalto	1	0	0
patrono	3	0	0
marinaio	3	1	1
battello	1	1	1
malefatta	1	0	0
feluca	5	0	0
molestare	1	0	0
traffico	1	1	1
pirateria	3	0	0
orecchi	1	0	0
Maomettani	1	0	0
tartana	1	0	0
baccalà	1	1	1
cacio	2	0	0
olandese	1	1	1
balla	2	1	0
cotone	1	1	1
alberature	1	0	0
Barbareschi	3	0	0
urlaccio	1	0	0
credito	3	1	1
Pascià	1	0	0
esigere	2	1	1
negoziante	3	1	1
armatore	2	0	0
fornitura	2	0	0
truffare	1	1	1
saldare	2	1	0
ruberia	1	0	0
trattativa	1	1	1
commerciale	2	1	1
contestazione	1	1	1
patteggiamento	1	0	0
sgarbo	2	1	1
definitivo	1	1	1
navigazione	1	0	1
rischio	1	1	1
degenerare	1	0	0
tragedia	2	1	1
versione	6	0	1
differente	3	1	1
illogico	1	0	0
mancanza	2	1	1
fonte	1	1	1
infervorare	1	0	0
sordo	3	1	1
mulattiere	1	0	0
scorciatoia	2	0	0
sassoso	1	0	0
spuma	1	1	1
coll'	2	0	0
deserto	5	1	1
emergere	1	1	1
imbarcazione	1	0	0
remo	4	1	1
barca	18	1	1
ondeggiante	1	0	0
lanterne	1	0	0
rigonfiare	1	0	0
luccicare	1	1	1
scimitarra	6	0	0
aguzzare	3	1	1
Berberi	2	0	0
parlottare	1	0	0
franco	1	1	0
frammischiare	1	0	0
nave	14	1	1
tartane	2	0	0
brigantini	1	0	0
appartenere	2	1	1
bordo	4	1	1
risparivano	1	0	0
agguato	2	1	0
incapace	2	1	1
marina	7	1	0
giuntura	1	0	0
rivelazione	2	1	1
compatire	1	1	0
imperdonabile	1	0	0
ingrato	1	1	0
raccogliere	5	1	1
relitto	1	0	0
errore	2	1	1
patrio	1	0	0
boccone	1	1	1
denunciare	1	1	1
mene	1	0	0
spione	2	0	0
inspiegabilmente	2	0	0
ammanettare	1	1	1
veglia	1	1	1
funebre	1	1	0
presente	3	1	1
arbitro	1	1	1
condanna	1	1	1
congiunto	1	0	0
tormentare	4	1	1
seguente	1	0	1
furiosamente	1	0	0
preda	2	1	1
intervento	3	1	1
pallottola	5	1	1
fucileria	2	0	0
audace	1	1	0
vigilare	1	1	0
ritentare	1	0	0
approccio	1	0	1
equipaggio	1	1	1
maomettani	2	0	0
pungere	2	1	1
terzo	9	1	1
incespicare	1	0	0
segnale	2	1	1
grilletto	1	0	0
parlamentare	1	0	1
scaricare	3	1	1
cassa	1	1	1
damigiana	2	1	0
barella	2	1	1
formaggio	2	1	1
portatore	1	0	1
snodare	1	0	0
corsetta	1	0	0
esitare	2	1	1
grotta	12	1	1
moro	3	0	1
merce	1	1	1
ricostruire	2	1	1
legittimo	2	1	1
intercorrere	1	0	0
assoggettare	1	0	0
perquisizione	1	0	1
doganale	1	0	0
mercanzia	3	0	0
depredare	1	0	0
ri4	1	0	0
estraneità	1	0	0
ladrerie	1	0	0
rinsaldare	1	0	0
normale	4	1	1
retroscena	1	0	0
chiaramente	1	0	1
soffermare	3	0	1
tesoro	2	1	1
impadronirsene	1	0	0
patire	2	1	0
esitazione	1	1	0
grigia	2	0	0
piazzola	1	0	0
rozza	1	0	0
frasca	2	0	0
sbuffìo	1	0	0
scatarrìo	1	0	0
imprechìo	1	0	0
alfine	1	0	0
esclamazione	2	1	1
argento	1	1	1
stoccafisso	3	0	0
pecorino	1	0	1
schioppi	4	0	0
accetto	2	0	0
spiedi	1	0	0
vanghe	1	0	0
recipiente	1	1	1
sfasciare	1	1	0
cesta	2	1	0
carbone	1	1	1
processione	1	1	0
sperone	3	1	1
rene	1	1	1
dirupo	2	0	0
riunione	6	1	1
scarico	3	1	1
attorniare	1	0	0
orda	1	0	0
tinti	1	0	0
fuliggine	1	0	0
Insciallah	1	0	0
Deng	2	0	0
Marocco	1	0	0
tuono	2	1	1
focaie	1	0	0
cilecca	1	0	0
svegli	1	0	0
stordire	3	0	0
sottrar	1	0	0
attutire	1	0	0
ginocchiate	1	0	0
ombelico	1	1	1
sassata	3	0	0
spirare	1	0	0
scialuppa	1	0	0
ingresso	1	1	1
maomettana	1	0	0
pietrate	1	0	0
navicella	2	0	1
sbrogliare	1	0	0
traversa	1	0	0
fendente	3	0	0
destra	3	0	1
atterrare	2	1	1
lampeggiare	1	0	0
donare	1	1	1
maomettane	1	0	0
affondare	3	1	1
parare	2	1	1
schermaglia	1	0	0
trafìsse	1	0	0
imboccatura	1	0	0
tramortire	1	0	0
vogare	1	0	0
fellonia	2	0	0
irrimediabilmente	1	0	0
patibolo	1	0	0
disarmato	1	0	0
violenza	2	1	1
equivalere	1	0	1
derogare	1	0	0
porselo	1	0	0
trasalimento	1	0	0
accucciare	2	0	0
piacevole	1	1	1
diversivo	1	0	0
piangere	5	1	1
Zaira	12	0	0
Allah	4	0	0
insciallah	1	0	0
lagrima	2	0	0
Cosa	3	0	0
supposizione	2	0	0
svelare	2	0	1
felicità	8	1	1
amante	10	1	1
oltremare	1	0	0
verosimilmente	1	0	0
moresco	1	0	0
capitare	4	1	1
schiava	1	0	0
scotto	1	0	0
riammettere	2	0	0
fra	3	1	1
imbarcare	1	1	0
smascherare	2	1	1
intrigo	1	0	0
smozzicare	1	0	0
supplica	3	1	0
disavventura	1	0	0
creatura	2	1	1
esploratore	2	0	0
franca	1	0	0
esaudire	1	0	0
giannizzeri	1	0	0
contraccolpo	1	0	0
scoperto	2	0	0
dettare	2	1	1
Mori	1	0	0
Marrano	1	0	0
ebete	1	0	0
accoglienza	2	1	1
responsabile	1	1	1
imboscare	1	0	0
accusare	2	1	1
rimontare	3	0	0
galleggiare	3	1	1
gavitello	2	0	0
fiocco	3	1	1
colla	1	1	1
Attaccatevi	1	0	0
collottola	4	0	0
addentare	2	0	0
—	1	0	0
mozzare	2	0	0
XVI	1	0	0
dapprima	3	1	0
assai	3	1	1
rapire	2	1	1
pietoso	1	1	0
gravare	1	0	0
sconforto	1	1	0
fittizio	1	0	0
astuto	1	1	1
sconfiggere	1	1	1
supplizio	1	0	0
contraddittorio	1	0	0
lacunoso	1	0	0
sbarco	2	1	0
risapere	3	0	0
popolazione	3	1	1
cotechini	1	0	0
caci	1	0	0
rimanente	1	0	0
banchetto	1	0	0
invecchiare	4	1	1
perdute	1	0	0
curare	5	1	1
accingere	1	0	0
sicumera	1	0	0
consiglio	3	1	1
irritare	1	1	1
sufficiente	2	1	1
sforzare	1	1	1
tardivo	1	0	0
faccenda	1	1	1
purtroppo	2	1	1
febbre	3	1	1
puntura	1	1	1
raffreddore	2	1	1
guarire	3	1	1
scoramento	1	0	0
attaccamento	1	0	0
assassinare	1	1	1
sbrigativo	1	0	0
autoritario	1	0	0
farneticare	2	0	0
mania	1	1	1
funerale	1	1	1
cipresso	1	1	1
seppellimento	1	0	0
bara	1	1	1
Curava	1	0	0
saltuario	1	0	0
riverire	2	0	0
connivenza	1	0	0
immediato	1	1	1
indignazione	1	1	0
confidare	3	1	1
commuovere	3	1	1
invenzione	3	1	1
approssimazione	1	0	0
veritiero	2	0	0
uditore	1	0	0
aggiunta	1	1	0
ampliamento	1	0	0
iperbole	1	0	0
introdurre	2	1	1
deformare	2	1	1
principio	4	1	1
Parecchi	1	0	0
sollecitazione	1	0	0
uditorio	1	0	0
plebeo	1	0	0
conforme	2	0	0
armonioso	1	0	0
visione	1	1	1
umanità	3	1	1
sfaccendati	3	0	0
cervo	11	1	1
Credevo	1	0	0
tenuta	3	1	1
trafìggere	1	0	0
acuminato	1	0	0
spini	2	0	0
picchiare	4	1	1
ve	5	0	1
finale	1	1	1
tribù	1	1	1
cinquanta	3	1	1
paltonieri	1	0	0
perso	3	0	1
cerve	1	0	0
femmina	3	1	1
roccia	1	1	1
eccomi	2	0	0
ingaggiare	1	0	0
cornate	1	0	0
cozzo	1	0	0
accadere	3	1	1
rievocare	1	0	0
tedio	1	0	0
vanaglorie	1	0	0
nausea	1	0	0
svariare	1	0	0
abbastanza	2	1	1
faine	2	0	0
inventate	1	0	0
insoddisfazione	3	0	0
ortolane	1	0	0
pescivendolo	1	0	0
occhiate	1	0	0
interamente	1	0	1
coppia	2	1	1
empire	1	0	0
ammirazione	1	1	0
pudore	1	0	0
nuziale	1	1	0
accoppiare	1	1	0
unito	1	0	1
abbraccio	2	1	1
corteggiare	3	1	1
cagna	2	1	0
pastore	3	1	1
cagne-lupe	1	0	0
spavaldo	1	1	1
ardimento	2	0	0
simpatia	2	1	1
Talora	2	0	0
malconcio	1	0	0
fortunato	2	0	1
sconfitta	1	1	1
esemplare	1	0	1
sogno	4	1	1
fanciulla	6	1	1
fantasticare	1	0	0
chiacchiera	1	1	1
soddisfare	1	1	1
mercato	1	1	1
Olivabassa	10	0	0
Spagnolo	1	0	0
Spagnoli	2	0	0
Oliva-bassa	1	0	0
XVII	1	0	0
pericolosamente	1	0	0
abitato	3	0	0
inosservato	1	0	0
boscaiolo	2	0	0
bifolco	1	0	0
raccoglitrice	1	0	0
oliva	4	1	1
alcuno	1	1	1
locale	1	1	1
Señor	6	0	0
Buenos	2	0	0
dias	2	0	0
spoglia	2	0	0
vestimenti	1	0	0
piumato	2	0	0
manto	1	0	0
seduta	3	1	1
laterale	1	0	1
comprensione	1	1	1
autorevole	2	1	1
obeso	3	0	0
incastrare	1	1	1
malato	1	1	1
raso	2	0	0
avanzato	1	0	1
macilento	1	0	0
allampanato	2	0	0
nerastro	1	0	0
Rondos	2	0	0
Aragonési	1	0	0
Gallego	1	0	0
Nossignore	3	0	0
Catalàn	1	0	0
Desterrado	1	0	0
también	1	0	0
intervenire	4	1	1
interprete	3	1	1
ampollosamente	1	0	0
Frederico	13	0	0
Alonso	4	0	0
San-chez	1	0	0
Guatamurra	1	0	0
y	6	0	0
Tobasco	1	0	0
vossignoria	3	0	0
esule	3	0	0
dappoiché	1	0	0
decreto	2	0	1
Viaja	1	0	0
usted	3	0	0
sobre	1	0	0
los	1	0	0
àrboles	1	0	0
por	1	0	0
compiacere	4	1	0
diletto	1	0	0
addire	1	0	0
Feliz	1	0	0
Sanchez	2	0	0
Ay	1	0	0
mì	2	0	0
ay	1	0	0
ampolloso	1	0	0
fortunata	1	0	0
codesto	2	0	0
esimere	1	0	0
costrizione	1	0	0
sopportare	1	1	1
rassegnato	1	0	0
laconico	1	0	0
Principe	4	0	0
circostanziare	1	0	0
nerovestito	2	0	0
spagnolo	9	1	1
ribellare	1	1	1
Carlos	2	0	0
III	2	0	0
privilegio	2	1	1
contrastare	2	1	1
esilio	5	1	1
interdetto	1	0	0
maestà	3	1	0
cattolico	3	1	1
ricettare	1	0	0
esiliare	2	0	0
situazione	2	1	1
diffìcile	2	0	0
magistrato	1	1	1
Oli-vabassa	1	0	0
cancelleria	1	0	0
viaggiatore	4	1	1
accomodamento	1	1	0
prescrivere	1	1	1
esuli	12	0	0
concedere	2	1	1
amnistia	1	1	0
provvidenza	1	0	0
divino	1	1	1
provvista	2	1	0
vivanda	1	0	0
commercio	1	1	1
installare	3	0	1
saliscendi	1	0	0
baldacchino	3	0	0
aggiustare	2	1	1
Olivabassi	2	0	0
attrezzare	1	1	1
tornaconto	1	1	1
Sacramos	1	0	0
todo	2	0	0
el	4	0	0
tiempo	1	0	0
Sulpicio	21	0	0
Guadalete	1	0	0
bando	2	1	1
Signore	1	0	0
ringraziare	3	0	1
algunas	1	0	0
veces	1	0	0
visco	1	0	0
Talvolta	1	0	0
Para	1	0	0
Hay	1	0	0
lavanderas	1	0	0
Don	26	0	0
indumento	2	0	1
lavandaia	1	0	0
lunedì	1	0	1
sporco	1	1	1
interpretare	2	1	1
quistioni	1	0	0
ciascheduno	1	0	0
venia	1	0	0
Ollas	1	0	0
orciuolini	1	0	0
Congedatosi	1	0	0
rispettivo	3	0	1
residenziale	1	0	0
hidalghi	5	0	0
ineliminabili	1	0	0
tanti	4	0	0
eliminare	2	1	1
formicolìo	1	0	0
Almirante	1	0	0
curiosare	1	0	1
pettegolezzo	4	1	1
signorina	1	1	1
agucchiare	1	0	0
operoso	1	0	0
gabbia	2	1	1
colombo	1	0	1
salotto	4	0	1
ospitale	1	0	0
Siviglia	1	0	0
Granada	6	0	0
possedimento	1	0	0
granaio	1	1	1
scuderia	1	0	0
reintegrare	1	0	0
accento	2	1	1
